1,2,3,4
8/6/18 0:01,3246.673,2673.111,3246.673
8/6/18 0:01,3194.379,2673.112,3194.379
8/6/18 0:02,3286.102,2673.113,3286.102
8/6/18 0:02,3286.102,2673.114,3286.102
8/6/18 0:03,3246.673,2673.115,3246.673
8/6/18 0:03,3252.77,2673.116,3252.77
